IDNRK,LIFNR,ORT01
BC55070800,Gme_German_De,Russelsheim Germany
BC55241100,Gm_India(Krw)_De(Sp),Pune Maharashtra
BC550C2300,네이버,경기도 성남시
BM12018100,고려전자충주공장,충주시
BM25000300,만도브로제,인천광역시
BM12505100,Db손해보험,서울특별시
BM12806900,엘지이노텍,서울특별시
BM33107000,Nanotech1_Tds,Gandhinagar
BM36301100,Customer_Patrycja,Walbrzych
3BM4324,에스에이티,평택시
BM34705700,Sc_Bps01,City
K104943,Gm_Colombia_De,Bogota Dc Sur America Colombia
K104532,Cho_Customer_01,Frankfurt
CNBM11101700,Kia Kwangju Ckd,광주광역시
K302491,디비에스은행,서울특별시
CNSH3220250103,Ania04,Walbrzych
K104712,Mga_Chrysler,Warren United States
CNSH41100101,Mga_Hmma,Test
CNSZ22000801,Pnc Bank,Birmingham
SZ10004326,General Motors Company,Detroit Michigan
SZ12106502,[Mail] Mando India,Bangalore
K105214,Hyundai Motor Ulsan Ckd,울산광역시
K105431,농협은행 안중지점,경기도 평택시
SK320A1801,Hyundai Motor Asan Ckd,Asan-Si
SK330A2102,Shipto,서울특별시
SK360A1803,서영정밀,화성시
SH320A1401,Dongsung Poland Sp.Z.O.O,Zarow
SZ201A1805,Customer_Lee_01,Frankfurt
SH310A3003,Kia Gwangmyeong Oem,Gwangmyeong-Si
SH320C2702,[Mcm] Arteaga Plant,Arteaga
SZ201A1615,Mcm_Ford1,Saltillo
SZ200C0139,네이버,경기도 성남시
SZ200C0301,Crown Technologies Plant Ii,Ahmed Nagar
SH322A150103,Gm_Android Industries_Oem,Shreveport United States
CNSH32300901,한성테크,익산시
SZ12108534,Int 주소 미생성 확인 테스트,경기도 성남시
SZ32100401,Mdk_Zf Lemforder_Australia_De,Australia
SZ12106801,Mce_Gm,Ellesmere Port
SZ45000302,Gm_Opel_Europe(Eur)_De,Spain
SZ105A0208,Sold To 생성 0523_1,경기도 성남시
SZ129A0404,Kia Hwaseong Ckd,Hwaseong-Si
SH294A1201,Gm_Cami Can_Oem,Canada
CNSH385A1701,엔에이치투자증권 광화문금융센터,서울특별시
SK38400401,[Mdk] Wonju Steering Plant,Wonju
CNSK31403301,한국수출입은행,서울특별시
SZ36004201,Ford_Australia_De,Australia
SZ373A2002,Gm_Mexico_As,Industrial Toluca
SK310A1601,Gm_Spring Hill_Oem,Tn  United States
SK310A1602,Bmw Ag_German_De,Mnchen
SH222A1401,Hyundai Motor Asan Plant,Asan-Si
SK322A160103,현대차증권,서울특별시
SZ102A1420,하나은행 판교지점,경기도 성남시
SZ121A1505,삼성생명보험,서울특별시
SZ12106601,Hyundai Mobis Ship-To,서울특별시
SZ120A1402,[Mtc] Tianjin Casting Plant,City
SU362A1107,Chrysler_De,Mi Usa
SK394A1101,한성테크,익산시
SK430A1401,한국씨티은행,서울특별시
SZ920A6139,Gm_Opel_Europe(Usd)_De,Russelsheim Germany
SK430A1304,Mcm_Canoo_Torrance_Usa_Oem,Ca  United States
SZ920A6161,Gm_As_,Memphis Tn
SZ200A2801,[Mcm] Mando Mexico,City
CNSK414A1701,Kia Motor Oem,서울특별시
CNSK415A1701,농협은행 안중지점,경기도 평택시
SK41200301-W,Ford Lincoln Cbg,Dummy
K105267,Hyundai Mobis,서울특별시
SK433A1301,Ford Espania Sl (Usd)_Oem,Valencia Hiszpania Spain
SZ121A2924,Ford_Master_As,Illionis
SZ105A0106,Db손해보험,서울특별시
SZ12108411,[Do Not Use] --> M310-31,Usa
CNSK485A1301,Test Brazil,Test1333
SH473A1201,Mdk_Bhmc,Suzhou New District
SU372A2401,삼성에스디에스 물류법인(Im),경기도 성남시
K105443,Jawor_02,Walbrzych
SZ437A2701,[Mdk] Wonju Steering Plant,Wonju
SZ441A1801,Hyundai Glovis,서울특별시
SZ441A4401,Mcm_Gmtest,Ramos Arizpe Coah
BC46000400,동일기계공업,안성시
BC24600800,중소기업은행 대구혁신도시감정원,대구광역시
BC45002500,Ford Espania Sl_Oem,Valencia Hiszpania
BC4106660055,Gm_Indonesia_De,Pondok Ungu Bekasi West Java Ind
CNBC55219000,광덕에이앤티,인천광역시
CNCK60010100,Volkswagen Poland Bill-To(Payer),Pozna
CNCK21019200,교통은행 서울지점,서울특별시
K104409,Canoo_Torrance_Usa_Oem,Ca  United States
SK330A3401,한라정공,인천광역시
SK318A4602,Gm_India(Krw)_De,Maharashtra India
CNSK31402301,Hyundae Polytech Mexico S. De R.L.,Www
SK310A4201,Gm_Vm Arlington Asm,Arlington Tx
SK310A4203,Standard Chartered Bank,New York
SK322A1702,Mcm_Gm1,Ramos Arizpe Coah
SZ12105101,Cho_Customer_02,Frankfurt
SZ437A5602,Bmw Ag Wallersdorf_Oem,Wallersdorf
BC14041000M1,Gkn Sinter Metals Pvt Ltd-Pune(P2),Ahmed Nagar
MDTJMRP003,Kr,서울특별시
BC14056300M1,Sh Electonics India Pvt Ltd-Plant I,Chennai
BC14066600L1,Hyundai Motor Asan Plant,Asan-Si
BC14099900M1,우리은행,서울특별시
MDTJMRP006,[Do Not Use] --> M100-11,Address
MDTJMRP025,Ford_Mex_Oem,City
MDTJMRP027-2,Hmma_Aai_Oem,Test
BC41256300M1,Kasia 100,Walbrzych
BC41256300C1,Kia Motor Bill-To(Payer),서울특별시
BC41329200L1,Tdscustupd1,Gandhinagar
BC41329300L1,Kia Gwangmyeong Ckd,Gwangmyeong-Si
BC41329300M1,Kia Gwangmyeong Ckd,Gwangmyeong-Si
BC24601700Z1,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
BC41023502,Mdm_Testsoldto222233333,서울특별시
BC47021603,농협은행 양재지점,서울특별시
BC41023000,X164910,City
BC410B5800,한화손해보험,서울특별시
BC410A8801,화동뉴텍,원주시
BC501C9600,Ford Espania Sl_Oem,Valencia Hiszpania
BC501C3700,엔에이치투자증권 광화문금융센터,서울특별시
BC524B3000,Gm_Oshawa_De,Ontario
BC511C8200,농협은행 안중지점,경기도 평택시
BC524B4500,Sold-To Test Customer,제주특별자치도 제주시
BC55233000,Volkswagen Poland Bill-To(Payer),Pozna
BC730A1100,Ania04,Walbrzych
BC748A1700,다본오토모티브-원주공장,원주시
BC712A1200,Gm_Oshawa_De,Ontario
BC714A1200,Bmw Ag_German_De,Mnchen
BC753A1100,Mdc0010,Suzhou
BC772A1100,미래에셋생명보험,서울특별시
K201818,Hmma_Al_Oem,Montgomery
BC14022600C3,[Mdk] Wonju Steering Plant,Wonju
CT020001L0,Bmw(Krw)_De,Munchen Deutschland
K201820,Mcp_Customer_Shaun_002,Wabrzych
BC14124900M2,Gm_Vm Arlington Asm,Arlington Tx
CT040A1300,Gm_Brazil 2(Usd)_De,So Caetano Do Sul - Sp  Brasil
BC412B5800C1,Gm_Cis_De,Moscow Russia
K104151,대흥알앤티,김해시
GE52423U00,Gm Thailand_Thailand_De,Apluakdaeng  Rayong Thailand
GE53623U00,롯데정보통신,서울특별시
GE55523U01,Kia Hwaseong Ckd,Hwaseong-Si
GE81029301,아센텍,아산시
GE818E1150,Gme_German_De,Russelsheim Germany
GE820E1150,Kookmin Bank New York,New York
GE841A3100,성용하이테크,김포시
GE848E1150,Hyundai Mobis Bill-To(Payer),서울특별시
GE838E1150,Gm_Brazil_De,Pr  Brazil
GP253A6700,Bmw_Ag,Munchen
GP290B8700,Mbc_Gm,Usa
GP261A2500,Ford_India_De,Tn In
GE651A1100,Hmma_Mobis(Rdc)_As,Montgomery
GQ324A1100,Ania10,Walbrzych
GX212A3000,Gm_Ramos_Oem,Coach Mexico
GX632A1800,Mca_Gm,Silao
GZ331A2600,신한은행 Gs타워대기업금융센터,서울특별시
GR231B1600,Chrysler_Warren_Oem,Poland
SK422A4505,Customer_Patrycja,Walbrzych
SZ129C1902,Dor_Ar,Walbrzych
SZ137A1301,Gm_Navistar_Oem,Springfield
SZ120A2401,Taeyang Metal India Pvt Ltd-Chennai,Ahmed Nagar
SZ105A0101,광덕에이앤티,인천광역시
SZ120A0601,Bolim1,인천광역시
SZ12100502,Mbccus01,Beijing
SZ12107602,아센텍,아산시
SK472A0201,Ford_Louisville_Oem,Louisville Ky
SZ491A0201,Hundai,Banglore
GE614N4000,Nanotech1_Ccp,Gandhinagar
GL728N5000,Bmw Ag Wallersdorf_As,Wallesdorf
GM423N5000,Bst Rods S.A.,Lagazpi-Gipuzkoa
GL720N5300,Hyundai Motor Ulsan 2Nd Plant,울산광역시
SZ102A3013,Tdscusupd3,Gandhinagar
SZ121A2936,Gm_Cami Can_Oem,Canada
SH380A2501,[Mnc] Mando Ningbo,Ningbo
SV32500101,중국건설은행 서울지점,서울특별시
SH360A4802,[Mga] Georgia Steering Plant,Georgia
SH311A4801,Alabama Plating Technology Llc,Lanett
ST21501201,Mcp_Atlantic Integrated Freight Gmb,Germany
SK22202131,General Motors Company,Detroit Michigan
SZ120A2702Z1,Mkdc S.A. De C.V.,City
BC1213300055,Bolim1,인천광역시
BC141B2900,Mcp_Gm Global Tooling Service Compa,Luton
BC52438100,동일기계공업,안성시
GP253B4200,Milan_1907,Walbrzych
GP252A1750,Customer_Lee,Walbrzych
GR93121900,삼성생명보험,서울특별시
GR210A7900,에스씨엘,충청남도
GZ231A2700,Hundai,Banglore
GZ411A1900Z1,Pakt Sp. Z O.O.,Walbrzych
K302586,한라스택폴,청원군
GR210A8000,Kasia_Jaworska,Walbrzych
GR241A8500,Gm_Cami Can_Oem,Canada
GP94022500,Hyundai Glovis Bill-To(Payer),서울특별시
GR210A8500,Hyundai Glovis,서울특별시
GR231B2460,롯데정보통신,서울특별시
GR211A7600,Gm_Holden_De(Sp),Australia
GR242A8860,삼성생명보험,서울특별시
GR242A8960,Ford_Master_As,Illionis
GP261A2100,국민은행,서울특별시
GP277A1100,[Mga] Georgia Casting Plant,Georgia
GP292A1701,Msc_Gm,Mexico
GP298A1300,Shaun_1,Wabrzych
GZ611A2700,Gm_Colombia(Krw)_De,Bogota Dc Sur America Colombia
GR280A1100,Sold To 06_22,경기도 성남시
GR212A2100,조이테크,천안시
GR212A2200,인하테크,원주시
GR285A1400,동일기계공업,안성시
GZ621A1200,키미,시흥시
BB46104900,X10054,City
BB48902200,Mcp_Atlantic Integrated Freight Gmb,Germany
BB494A1200,상신브레이크,대구광역시
BB48703800,Customer_Patrycja,Walbrzych
BC41218000,삼성에스 Iacc Tets,경기도 성남시
BC51076900,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
BD11422800,Mcm_Gm1.1,Ramos Arizpe Coah
BD11902000,General Motors Company,Detroit Michigan
BD21704400,케이에이씨,원주시
K302297,한성테크,익산시
BD31110500,Chrysler_Mopar_As,City
BD41400300,미래에셋생명보험,서울특별시
BD41801700,엔에이치투자증권 잠실금융센터,서울특별시
BD51302300,Mcm_Gmtest,Ramos Arizpe Coah
BM120A1700,Hyundai Motor Jeonju Plant,Wanju-Gun
BM15608400,Southern Polymers-Chennai,Chn
BM1104700055,화동뉴텍,원주시
BH52000110,"Matlab, Inc.",Asheboro
MDTJMRP034,Hyundai Motor Asan Plant,Asan-Si
GJ761A6201,Kia Hwaseong Oem,Hwaseong-Si
GZ811B5801,Ford_Brazil_De,Sao Paulo - Sp -Cep  Brasil
GU800D2001,Sold To 생성 0523_1,경기도 성남시
GM401H5200,Mexico Taesan S De Rl De Cv,Arteaga Coahuila Mexico 25350
GM401H5300,Crown Technologies Plant Ii,Ahmed Nagar
GZ115A1100,Sold To 06_22_0,경기도 성남시
GP20163200,Mdc0010,Suzhou
GP25024500,농협은행 판교테크노밸리지점,경기도 성남시
GP27027300,Kia Motor Hwaseong A/S,Hwaseong-Si
GP27809590,Ford_India_De,Tn In
GP28927300,Chana_De,Chongqing China
GP25024700,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
GP27700200,[Mbc] Beijing Brake Plant,Beijing
GP90111600,광성정밀,아산시
SH260A1102,Gm Thailand_Thailand_De,Apluakdaeng  Rayong Thailand
SH22000447Z1,[Mca] Alabama Suspension Plant,Usa
SZ433C3401,신한금융투자,서울특별시
SH320C2301,Gm_Brazil_De,Spbrazil
SU360C1401,Kia Gwangmyeong Ckd,Gwangmyeong-Si
SU371A1101,하나은행,서울특별시
SZ20104935,Mkdc S.A. De C.V.,City
SZ920A5794,키움증권,서울특별시
SU360C1412,대구은행,대구광역시
SK280A1701,Gm-Sha_Usa_De,Usa
SK260A0178,[Mail] Chennai Casting Plant,Chengalpattu Kanchipuram
SZ920A7887,Ford_Brazil_De,Sao Paulo - Sp -Cep  Brasil
SK260A0179,삼성화재해상보험,서울특별시
SZ920A7888,Test_Customer,Pangyo
SZ920A7889,오토테크,원주시
SK430C1902,Kia Hwaseong Oem,Hwaseong-Si
SK460C1702,Ford Lincoln Cbg,Dummy
SK471A0101,Woori Bank New York,New York
SK484A0101,Opel Gmbh_Germany_De,Germany
SK410A3157,[Msc] Mando Suzhou,Suzhou
SK410A3159,동성정밀엘엑스,원주시
SZ405A1201,Abc Corporate,서울특별시
SL400A0603,General Motors Company,Detroit Michigan
SZ31006401,Test Customer Msb,경기도 성남시
SZ36006901,태성포리텍,익산시
SP30003805,(주)만도 Test_Hdk,경기도 성남시
SP30004801,한화손해보험,서울특별시
SP30004802,교보증권,서울특별시
SV384A1201,Hyundai Glovis Ship-To,서울특별시
SV38400401,Milan_1907,Walbrzych
SV400C1226,Ford_Flat Rock_Oem,Mi  United States
SV400C1230,Gm Motor_Usa_De,Mi Usa
BH6014BO50,Renault Samsung Motor,부산광역시
BH6018AI50,Gm_Orion_De,Mi Usa
GM275A1200,Gm_Adam Opel(Euro)_As,Herne
GM401C8010,우리은행 롯데월드타워금융센터,서울특별시
GM405A1800,Mcp_Boge Elastmetall Gmbh,Damme
GM492A2800,Ford_Brazil_De,Sao Paulo - Sp -Cep  Brasil
GM492A2900,Mmt,인천광역시
GZ811C6200,"Matlab, Inc.",Asheboro
GZ831A1900,Gm_India(Krw)_De,Maharashtra India
GM492A1400,신영증권,서울특별시
GU830C5196,성진피앤티,인천광역시
BB13000500,비엔피파리바은행 서울지점,서울특별시
BB300A1200,Fdfd,경기도 성남시
BM100A1600,Mdk_Bhmc,Suzhou New District
BC39100900Z1,Msy_Opel Gmbh_Germany_De,Germany
BC30202700,Kr,서울특별시
BC12122610,[Mga] Georgia Brake Plant,Usa
BC24600800Z1,코오롱모터스,서울특별시
BC39101000,Fdfd,경기도 성남시
BC47020900,Canoo_Torrance_Usa_Oem,Ca  United States
BC61000500,한국스탠다드차타드은행 양재동지점,서울특별시
BC66400100,근로복지공단,서울특별시
BC500C5500,Dongsung Poland Sp.Z.O.O,Zarow
BC540C5500,Shipto,서울특별시
BC30210500,Bmw Ag Wackersdorf_Oem,Wackersdorf
BC41029300,Ford_Flat Rock_Oem,Mi  United States
BC24601500,Gm_Holden_De(Sp),Australia
BC27002900,한국산업은행 압구정지점,서울특별시
BC50056300,Pnc Bank,Birmingham
BC56004400,Mcp_Atlantic Integrated Freight Gmb,Germany
BC59000100,한라정공,인천광역시
CNSK23000609,Chrysler_Warren_Oem,Poland
CNSZ920A3068,Gm Nao_Usa_De,Mi  Usa
CNSK23000334,[Mail] Mando India,Bangalore
CNSZ20101003,Ford_Na_De,Dearborn Mi  Us
SH48400101,Gm_Ramos_Oem,Coach Mexico
SZ43102801,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
CNSZ44108101,Mca_Gm,Silao
SH321A2901,江苏瑞尔隆鼎实业有限公司,Beijing
SK330A3601,Y100547,City
SH310A5201,Gm_Ep_Oem,Ellesmere Port
SZ434C2001,"Matlab, Inc.",Asheboro
SZ330A3203,네이버,경기도 성남시
SZ437A4101,Mkdc S.A. De C.V.,City
SZ440C3801,롯데정보통신,서울특별시
SZ441A4301,ㄴShipto,서울특별시
SK400A2103,P15871,Pangyo
CA30099900,만도브로제,인천광역시
CNCA30019100,Gm_India_De,Gujarat
CNCA81011300,Test Customer,Test Code
CNCK20019200,Mck_Hm금속,City
CNCA30119100,Hyundai Motor Ulsan 1St Plant,울산광역시
CNCK20119100,Cs Sub Vendor,City
SK300A5003,Gmdat_창원_Oem,경상남도 창원시
BC14099900F1,Gm Korea,인천광역시
BC14156300F1,Chrysler_Toledo_Oem,Toledo United States
BC41229200F1,케이에이씨,원주시
BC39001000,Gm_Colombia_De,Bogota Dc Sur America Colombia
BC36000200Z0,Mdm_Testpayer,Address
BC39000800Z1,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
BC500A3501,Hyundai Polytech America Inc.,Eufaula
BC631A3301,Hmma_Al_Oem,Montgomery
BC403B8700,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
BC34002800,독일 고객,City
BC44101700,부산세관,부산광역시
BC44200800,Basf Polyurethanes Gmbh(Im),Lemfoerde Germany
BD23500900,제이디테크,경상남도 창원시
BC120A4600,Fi Customer Test,서울특별시
BC38002900,Mcm_Gm1.2,Ramos Arizpe Coah
BC11107400,[Msc] Suzhou Steering Plant,Suzhou
BC34102800,Gm_Indonesia_De(Sp),Indonesia
BC611A1101,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
BC1402260001A0,Mck_Abc산업,City
GP260A3500,Bolim1,인천광역시
GP26402300,[Mga] Georgia Brake Plant,Usa
GR277A1100,Mca_Gm,Silao
GX210A3100,Gmm Silao Asm_Oem,Silao
SK418A0307,Kia Motor Oem,서울특별시
SK471A0201,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
SK430A0210,Bmw_M,Garching-Hochbrueck
SZ330A0901,광성브레이크,아산시
GE50455D00,[Do Not Use] --> M100-11,Address
GM406N5300,롯데정보통신 Shipto,서울특별시
SZ920C2801,Kia Kwangju Ckd,광주광역시
SZ433A6302,센트랄,경상남도 창원시
SK260C1207,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
SZ20103394,Gmdat_창원_Oem,경상남도 창원시
BC120B2900,Gm_Vm Arlington Asm,Arlington Tx
BC39001200Z1,드림텍,아산시
BC410B3200,인게이지,평택시
BC121B2900,Gm_Cami Can_Oem,Canada
BC470A8500,제이디테크,경상남도 창원시
BC12032900Z1,Cho_Customer_01,Frankfurt
BC12033001,코오롱모터스,서울특별시
BC12033000,케이엠텍,원주시
BC41129403,한국씨티은행,서울특별시
BC41129405,현대글로비스_아산,123-123
GZ811B6000,Hyundai Motor Ulsan Ckd,울산광역시
K302651,Shipto Test_22,서울특별시
GR205B2450,Mcm_Gmtest,Ramos Arizpe Coah
GZ811B6003,중소기업은행 대구혁신도시감정원,대구광역시
GP250B2650,한라홀딩스_포승센터_0005,평택시
GP264A1600,Dor_Ar,Walbrzych
GR210A3400,[Mbc] Mando Beijing,Beijing
GR241A3400,Hma Industries Private Limited-Irru,Chennai
BM100A4100,Chrysler_De,Mi Usa
BB300A4101,Gm_Opel_Europe(Eur)_De(Sp),United Kingdom
3BC4428,교통은행 서울지점,서울특별시
BC12035000,Hyundai Motor Asan Plant,Asan-Si
BC50072600,General Motors Company : Payer,Detroit Michigan
BC41023500,Hyundai Motor Ulsan 4Th Plant,울산광역시
BC631A1402,Dongsung Poland Sp.Z.O.O,Zarow
BD51100600,"Hankuk Rotec Co., Ltd.",부산광역시
BA10402200,Fasdfasdf,Asfdasdf
BB64001800,Ford_Louisville_Oem,Louisville Ky
BA10202550,Test Test,Test
BM38000600,다이나캐스트코리아,경기도 안양시
BA20002500,Shipto Test_22,서울특별시
BA60002500,Hyundai Wia Korea,경상남도 창원시
BA60002550,Customer_Shaun,Walbrzych
BH48402050,중소기업은행 대구혁신도시감정원,대구광역시
BA24900200,동성정밀엘엑스,원주시
BA37500200,Mcm_Gm1,Saltillo
BA88000101,Sold To 생성 0523_1,경기도 성남시
BH68004020,Mcp_ Ford Lincoln Cbg,Dummy
BH68004047,영완,시흥시
BM12702800,Hyundai Mobis Bill-To(Payer),서울특별시
BM25000500,Hmc_원효로서비스센터_Oem,86 원효로4가
BA88000100,Sold To 생성 0523_1,경기도 성남시
BA88000120,Standard Chartered Bank,New York
BB64002100,Gm_Lordstown_Oem,Detroit Mi
BH66010005,하나금융투자,서울특별시
BA22000100,롯데정보통신 Billto,경기 용인시
BA24001600,Gm_India_De,Gujarat
BA21400200,Asd,경기도 성남시
BA37200500,ㄴShipto,서울특별시
BA99100200,General Motors Company : Ship To,Detroit Michigan
BA40100200,Gm Motor_Usa_De,Mi Usa
BA75100100,광성브레이크,아산시
BA88200100,Tesla,Shanghai
BA87300120,Msy_Opel Gmbh_Germany_De,Germany
BA87500120,미즈호은행,서울특별시
BA87300110,Amediateka,Walbrzych
BA90900100,현대차증권,서울특별시
BB30069602,Gm_Ellesmere Port_Oem,Chesire
BM10076950,[Mca] Mando America,Usa
BB30069523,Boge Elastmetall Gmbh,Damme
BB30069703,Gm_Ramos_Oem,Coach
BM100A80A0,Test Brazil,Test1333
BH30101100,농협은행 양재지점,서울특별시
BM10070700,Southern Polymers-Chennai,Chn
BB26500500,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
BB36030202,Asd,경기도 성남시
BB37000600,엔에이치투자증권,서울특별시
BB40900100,Msc_Bhmc/Dyk_De,Suzhou New District
BB42702700,Kasia_Jaworska1,Walbrzych
BB36030302,Mcp_Boge Elastmetall Gmbh,Damme
BB55016300,[Mdk] Pyeongtaek Brake Plant,Address
BB36030303,Mdk_Chana_De,Chongqing China
BB36125302,Gm_As_Llc,Mi United States
BB46326600,서영정밀,화성시
BB47212601,한국스탠다드차타드은행,서울특별시
BB55105800,Sbl Moters,서울특별시
BC12041800,국민은행 대기업금융센터,서울특별시
BC12029601,General Motors Company,Detroit Michigan
BC63104008,Mcp_Lufapak Gmbh_As,Euwied
BC36001300,한국씨티은행,서울특별시
BC402B3100,Hyundai Mobis Ship-To,서울특별시
BC40328900,Mcm_Gm1.2,Ramos Arizpe Coah
BC63104003,Sold To 생성 0523_1_2,경기도 성남시
BC23300400,X10054,City
BC24200700,Nanotech1_Tds,Gandhinagar
BC30000600,Chrysler_Dana Toledo_Oem,Toledo United States
BC32100500,현대차증권,서울특별시
BC40204405,Gm_Dortec_Oem,Concord Canada
BC30200600,Gm_Cami Can_Oem,Canada
BC40229000,에스에이치로드제일차 주식회사,서울특별시
BC63104104,코오롱모터스,서울특별시
BC12042001,Customer_Dorota,Walbrzych
BC27002600,Customer_Dorota,Walbrzych
BC12129700,Gm_Thailand_As,Chatujak Bangkok
BC12142001,Gm_Holden_De,Australia
BC12132400,Mdc0010,Suzhou
BC403B1200,하이투자증권,부산광역시
BC12010740,Amediateka,Walbrzych
BC14021900,Kia Motor Oem,서울특별시
BC14021901,Kia Motor Oem,서울특별시
BC1202960155,신성Atc,원주시
BC1202970055,Chrysler_Dana Toledo_Oem,Toledo United States
BC1203240055,독일 고객,City
BC14042000,에스씨엘,충청남도
BC14129700,신태양,화성시
BC14142000,Mbc_Hkmc,서울특별시
BC14029700M2,미즈호은행,서울특별시
BC14032400M1,Mck_Abc산업,City
BC14042000F0,威马新能源汽车采购（上海）有限公司,Shanghai
BC14042000C1,Do Not Use --> Delete !!,City
BC14129700F0,Kb오토시스,아산시
BC14129700C1,한도,천안시
BC26400500,Ford Werke Gmbh (Usd)_As,Koeln
BC32100200,Pnc Bank,Birmingham
BC38100100,Mck_Hm금속,City
BC30200640,Mdk_Gm,Uz  Uzbekistan
BC30202240,서영정밀,화성시
BC30302200,엔에이치투자증권 잠실금융센터,서울특별시
BC23200200Z1,Alabama Plating Technology Llc,Lanett
BC54068800,호주뉴질랜드은행 서울지점,서울특별시
BC41015200,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
